INFO 2025-12-06 15:41:19,049 autoreload Watching for file changes with StatReloader
INFO 2025-12-06 16:06:26,642 basehttp "OPTIONS /api/dashboard/stats/ HTTP/1.1" 200 0
WARNING 2025-12-06 16:06:26,647 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:06:26,647 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
WARNING 2025-12-06 16:06:26,649 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:06:26,650 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
INFO 2025-12-06 16:06:26,654 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:06:26,655 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:06:26,657 basehttp "OPTIONS /api/documents/?limit=5 HTTP/1.1" 200 0
INFO 2025-12-06 16:06:26,662 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:06:26,666 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:06:42,135 basehttp "GET /api/documents/1/ HTTP/1.1" 200 365
INFO 2025-12-06 16:06:42,139 basehttp "GET /api/documents/1/ HTTP/1.1" 200 365
INFO 2025-12-06 16:06:45,190 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:06:45,195 basehttp "GET /api/documents/ HTTP/1.1" 200 417
WARNING 2025-12-06 16:06:50,401 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:06:50,402 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
WARNING 2025-12-06 16:06:50,417 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:06:50,419 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
INFO 2025-12-06 16:06:50,419 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:06:50,427 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:06:50,433 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:06:50,439 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:06:57,683 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:06:57,688 basehttp "GET /api/documents/ HTTP/1.1" 200 417
WARNING 2025-12-06 16:06:59,051 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:06:59,052 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
WARNING 2025-12-06 16:06:59,053 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:06:59,054 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
INFO 2025-12-06 16:06:59,058 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:06:59,061 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:06:59,070 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:06:59,077 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:07:00,681 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:07:00,685 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:07:03,302 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:07:03,305 basehttp "GET /api/stats/ HTTP/1.1" 200 124
WARNING 2025-12-06 16:07:04,242 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:07:04,243 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
WARNING 2025-12-06 16:07:04,244 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:07:04,244 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
INFO 2025-12-06 16:07:04,245 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:07:04,247 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:07:04,256 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:07:04,260 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:07:09,060 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:07:09,062 basehttp "GET /api/stats/ HTTP/1.1" 200 124
WARNING 2025-12-06 16:07:10,950 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:07:10,950 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
WARNING 2025-12-06 16:07:10,953 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:07:10,954 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
INFO 2025-12-06 16:07:10,954 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:07:10,956 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:07:10,960 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:07:10,968 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:07:12,493 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:07:12,495 basehttp "GET /api/stats/ HTTP/1.1" 200 124
WARNING 2025-12-06 16:07:13,371 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:07:13,372 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
WARNING 2025-12-06 16:07:13,373 log Not Found: /api/dashboard/stats/
INFO 2025-12-06 16:07:13,375 basehttp "GET /api/stats/ HTTP/1.1" 200 124
WARNING 2025-12-06 16:07:13,375 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
INFO 2025-12-06 16:07:13,379 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:07:13,385 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:07:13,389 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:08:03,766 basehttp "GET /api/profile/ HTTP/1.1" 200 303
INFO 2025-12-06 16:08:03,769 basehttp "GET /api/profile/ HTTP/1.1" 200 303
WARNING 2025-12-06 16:08:11,173 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:08:11,174 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
WARNING 2025-12-06 16:08:11,175 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:08:11,176 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
INFO 2025-12-06 16:08:11,179 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:08:11,182 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:08:11,188 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:08:11,192 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:08:11,860 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:08:11,866 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:08:12,890 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:08:12,893 basehttp "GET /api/stats/ HTTP/1.1" 200 124
WARNING 2025-12-06 16:08:14,771 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:08:14,771 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
WARNING 2025-12-06 16:08:14,773 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:08:14,775 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
INFO 2025-12-06 16:08:14,775 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:08:14,777 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:08:14,785 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:08:14,789 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:08:20,129 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:08:20,134 basehttp "GET /api/documents/ HTTP/1.1" 200 417
WARNING 2025-12-06 16:08:21,183 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:08:21,184 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
WARNING 2025-12-06 16:08:21,186 log Not Found: /api/dashboard/stats/
INFO 2025-12-06 16:08:21,187 basehttp "GET /api/stats/ HTTP/1.1" 200 124
WARNING 2025-12-06 16:08:21,188 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
INFO 2025-12-06 16:08:21,191 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:08:21,199 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:08:21,204 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:08:23,927 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:08:23,933 basehttp "GET /api/documents/ HTTP/1.1" 200 417
WARNING 2025-12-06 16:08:26,570 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:08:26,570 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
WARNING 2025-12-06 16:08:26,571 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:08:26,571 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
INFO 2025-12-06 16:08:26,577 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:08:26,579 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:08:26,589 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:08:26,596 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:08:27,844 basehttp "GET /api/profile/ HTTP/1.1" 200 303
INFO 2025-12-06 16:08:27,851 basehttp "GET /api/profile/ HTTP/1.1" 200 303
WARNING 2025-12-06 16:08:30,385 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:08:30,385 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
WARNING 2025-12-06 16:08:30,387 log Not Found: /api/dashboard/stats/
INFO 2025-12-06 16:08:30,389 basehttp "GET /api/stats/ HTTP/1.1" 200 124
WARNING 2025-12-06 16:08:30,389 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
INFO 2025-12-06 16:08:30,395 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:08:30,402 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:08:30,406 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:08:36,753 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:08:36,757 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:08:39,762 basehttp "GET /api/documents/1/ HTTP/1.1" 200 365
INFO 2025-12-06 16:08:39,770 basehttp "GET /api/documents/1/ HTTP/1.1" 200 365
INFO 2025-12-06 16:08:42,143 basehttp "POST /api/documents/1/finalize/ HTTP/1.1" 200 365
INFO 2025-12-06 16:08:44,184 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:08:44,191 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:08:53,158 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:08:53,161 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:08:54,595 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:08:54,597 basehttp "GET /api/stats/ HTTP/1.1" 200 124
WARNING 2025-12-06 16:08:58,922 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:08:58,923 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
WARNING 2025-12-06 16:08:58,925 log Not Found: /api/dashboard/stats/
INFO 2025-12-06 16:08:58,927 basehttp "GET /api/stats/ HTTP/1.1" 200 124
WARNING 2025-12-06 16:08:58,927 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
INFO 2025-12-06 16:08:58,930 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:08:58,935 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:08:58,940 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:09:07,921 basehttp "GET /api/profile/ HTTP/1.1" 200 303
INFO 2025-12-06 16:09:07,925 basehttp "GET /api/profile/ HTTP/1.1" 200 303
WARNING 2025-12-06 16:09:08,590 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:09:08,590 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
WARNING 2025-12-06 16:09:08,591 log Not Found: /api/dashboard/stats/
WARNING 2025-12-06 16:09:08,592 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 404 179
INFO 2025-12-06 16:09:08,595 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:09:08,597 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:09:08,606 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:09:08,609 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:43:54,338 autoreload Watching for file changes with StatReloader
INFO 2025-12-06 16:44:09,627 basehttp "GET / HTTP/1.1" 200 889
INFO 2025-12-06 16:44:37,444 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:44:37,448 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:44:39,437 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 200 161
INFO 2025-12-06 16:44:39,446 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 200 161
INFO 2025-12-06 16:44:39,448 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:44:39,453 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:44:41,374 basehttp "GET /api/profile/ HTTP/1.1" 200 303
INFO 2025-12-06 16:44:41,378 basehttp "GET /api/profile/ HTTP/1.1" 200 303
INFO 2025-12-06 16:44:42,536 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 200 161
INFO 2025-12-06 16:44:42,543 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 200 161
INFO 2025-12-06 16:44:42,546 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:44:42,549 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:44:43,185 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:44:43,192 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:44:45,642 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:44:45,645 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:44:48,206 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:44:48,208 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:44:49,164 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 200 161
INFO 2025-12-06 16:44:49,166 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 200 161
INFO 2025-12-06 16:44:49,172 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:44:49,175 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:44:51,287 basehttp "GET /api/profile/ HTTP/1.1" 200 303
INFO 2025-12-06 16:44:51,293 basehttp "GET /api/profile/ HTTP/1.1" 200 303
INFO 2025-12-06 16:44:59,515 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 200 161
INFO 2025-12-06 16:44:59,518 basehttp "GET /api/dashboard/stats/ HTTP/1.1" 200 161
INFO 2025-12-06 16:44:59,528 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:44:59,534 basehttp "GET /api/documents/?limit=5 HTTP/1.1" 200 417
INFO 2025-12-06 16:45:01,985 basehttp "GET /api/documents/1/ HTTP/1.1" 200 365
INFO 2025-12-06 16:45:01,992 basehttp "GET /api/documents/1/ HTTP/1.1" 200 365
INFO 2025-12-06 16:45:04,345 basehttp "POST /api/documents/1/finalize/ HTTP/1.1" 200 365
INFO 2025-12-06 16:45:06,348 basehttp "POST /api/documents/1/finalize/ HTTP/1.1" 200 365
INFO 2025-12-06 16:45:06,367 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:45:06,375 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:45:08,381 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:45:08,391 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 16:45:09,471 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 16:45:09,475 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 17:10:37,735 autoreload Watching for file changes with StatReloader
INFO 2025-12-06 17:10:42,175 basehttp "GET / HTTP/1.1" 200 889
INFO 2025-12-06 17:10:57,929 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 17:10:57,930 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 17:11:02,475 basehttp "OPTIONS /api/stats/filter/?date=2025-12-11 HTTP/1.1" 200 0
INFO 2025-12-06 17:11:02,479 basehttp "GET /api/stats/filter/?date=2025-12-11 HTTP/1.1" 200 261
INFO 2025-12-06 17:11:05,125 basehttp "OPTIONS /api/stats/filter/?date=2025-12-08 HTTP/1.1" 200 0
INFO 2025-12-06 17:11:05,128 basehttp "GET /api/stats/filter/?date=2025-12-08 HTTP/1.1" 200 261
INFO 2025-12-06 17:11:08,234 basehttp "OPTIONS /api/stats/filter/?city=Mumbai&date=2025-12-08 HTTP/1.1" 200 0
INFO 2025-12-06 17:11:08,236 basehttp "GET /api/stats/filter/?city=Mumbai&date=2025-12-08 HTTP/1.1" 200 264
INFO 2025-12-06 17:11:10,232 basehttp "OPTIONS /api/stats/filter/?city=Pune&date=2025-12-08 HTTP/1.1" 200 0
INFO 2025-12-06 17:11:10,235 basehttp "GET /api/stats/filter/?city=Pune&date=2025-12-08 HTTP/1.1" 200 262
INFO 2025-12-06 17:11:12,333 basehttp "OPTIONS /api/stats/filter/?city=Pune&document_type=Student+Records&date=2025-12-08 HTTP/1.1" 200 0
INFO 2025-12-06 17:11:12,337 basehttp "GET /api/stats/filter/?city=Pune&document_type=Student+Records&date=2025-12-08 HTTP/1.1" 200 275
INFO 2025-12-06 17:11:14,213 basehttp "OPTIONS /api/stats/filter/?city=Pune&document_type=Survey+Forms&date=2025-12-08 HTTP/1.1" 200 0
INFO 2025-12-06 17:11:14,215 basehttp "GET /api/stats/filter/?city=Pune&document_type=Survey+Forms&date=2025-12-08 HTTP/1.1" 200 272
INFO 2025-12-06 17:11:16,905 basehttp "OPTIONS /api/analytics/attendance/statistics/ HTTP/1.1" 200 0
INFO 2025-12-06 17:11:16,909 basehttp "OPTIONS /api/analytics/enrollment/growth/ HTTP/1.1" 200 0
ERROR 2025-12-06 17:11:16,913 log Not Implemented: /api/analytics/attendance/trend/
INFO 2025-12-06 17:11:16,913 basehttp "OPTIONS /api/analytics/attendance/trend/ HTTP/1.1" 200 0
INFO 2025-12-06 17:11:16,913 basehttp "OPTIONS /api/analytics/grades/distribution/ HTTP/1.1" 200 0
ERROR 2025-12-06 17:11:16,914 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 17:11:16,915 basehttp "GET /api/analytics/attendance/trend/ HTTP/1.1" 501 51
INFO 2025-12-06 17:11:16,916 basehttp "OPTIONS /api/analytics/flagging/low-attendance/ HTTP/1.1" 200 0
INFO 2025-12-06 17:11:16,916 basehttp "OPTIONS /api/analytics/financial/budget-utilization/ HTTP/1.1" 200 0
INFO 2025-12-06 17:11:16,917 basehttp "OPTIONS /api/analytics/grades/distribution/ HTTP/1.1" 200 0
ERROR 2025-12-06 17:11:16,917 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
INFO 2025-12-06 17:11:16,917 basehttp "OPTIONS /api/analytics/financial/budget-utilization/ HTTP/1.1" 200 0
INFO 2025-12-06 17:11:16,918 basehttp "OPTIONS /api/analytics/documents/summary/ HTTP/1.1" 200 0
INFO 2025-12-06 17:11:16,918 basehttp "OPTIONS /api/analytics/flagging/low-attendance/ HTTP/1.1" 200 0
INFO 2025-12-06 17:11:16,918 basehttp "OPTIONS /api/analytics/financial/expenditure-trend/ HTTP/1.1" 200 0
INFO 2025-12-06 17:11:16,919 basehttp "OPTIONS /api/analytics/enrollment/growth/ HTTP/1.1" 200 0
ERROR 2025-12-06 17:11:16,919 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 17:11:16,919 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 17:11:16,920 log Not Implemented: /api/analytics/attendance/trend/
INFO 2025-12-06 17:11:16,920 basehttp "OPTIONS /api/analytics/financial/expenditure-trend/ HTTP/1.1" 200 0
ERROR 2025-12-06 17:11:16,921 log Not Implemented: /api/analytics/financial/budget-utilization/
INFO 2025-12-06 17:11:16,921 basehttp "OPTIONS /api/analytics/documents/summary/ HTTP/1.1" 200 0
ERROR 2025-12-06 17:11:16,921 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:16,922 basehttp "GET /api/analytics/attendance/trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:16,922 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:16,923 log Not Implemented: /api/analytics/flagging/low-attendance/
ERROR 2025-12-06 17:11:16,924 basehttp "GET /api/analytics/financial/budget-utilization/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:16,924 log Not Implemented: /api/analytics/documents/summary/
ERROR 2025-12-06 17:11:16,925 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 17:11:16,925 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 17:11:16,925 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 17:11:16,926 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 17:11:16,926 basehttp "GET /api/analytics/flagging/low-attendance/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:16,926 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:16,927 basehttp "GET /api/analytics/documents/summary/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:16,927 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:16,928 log Not Implemented: /api/analytics/financial/budget-utilization/
